Player_ID,Age,Game_Genre,PlayTime_Hours,Sleep_Hours,Energy_Drinks,Screen_Brightness,Blue_Light_Filter,APM,Heart_Rate_BPM,HRV_Score,Reaction_Time_ms,Match_Outcome
PL_000098,24,MOBA,3.15,4.18,1,97.2,No,318,87,87.63,259.79,Loss
PL_000099,23,MOBA,0.5,4.56,3,92.2,No,210,103,95.02,253.31,Loss
PL_000100,22,MOBA,3.33,7.51,2,27.8,No,294,103,97.38,259.06,Win
PL_000101,17,MOBA,5.03,8.25,4,88.3,Yes,232,91,86.79,257.8,Loss
PL_000102,21,Battle Royale,1.66,6.79,3,68.3,No,149,84,89.49,270.43,Win
PL_000103,21,FPS,3.36,6.67,1,,No,129,87,90.2,264.65,Loss
PL_000104,19,Battle Royale,1.42,6.98,1,21.7,Yes,80,60,100.0,231.05,Win
PL_000105,22,MOBA,1.42,5.81,0,19.0,Yes,237,90,84.12,269.15,Loss
PL_000106,24,MOBA,0.85,6.48,1,81.1,No,257,86,100.0,250.66,Win
PL_000107,30,Fighting,0.67,5.82,0,91.4,No,320,82,96.65,280.28,Win
PL_000108,23,MOBA,1.31,5.82,1,50.9,Yes,260,87,77.1,255.88,Win
PL_000109,24,FPS,5.46,9.18,2,59.4,No,91,87,89.32,268.09,Win
PL_000110,22,MOBA,4.63,6.24,0,71.2,Yes,239,86,89.67,289.86,Win
PL_000111,16,MOBA,0.9,7.04,1,50.7,No,279,86,93.66,211.09,Win
PL_000112,22,Battle Royale,1.07,7.48,1,55.0,Yes,129,71,97.4,246.39,Win
PL_000113,23,MOBA,0.52,6.86,2,29.5,Yes,424,96,95.55,241.31,Win
PL_000114,32,FPS,0.99,6.89,1,66.4,No,150,74,87.45,254.38,Win
PL_000115,22,MOBA,1.42,8.01,1,90.6,Yes,224,87,97.04,253.37,Win
PL_000116,24,FPS,0.83,3.53,0,,Yes,108,75,97.65,256.48,Loss
PL_000117,22,FPS,5.35,6.67,1,14.4,Yes,146,86,78.55,270.03,Win
PL_000118,18,Battle Royale,1.16,2.34,1,82.0,No,155,79,80.12,243.61,Win
PL_000119,27,Fighting,0.5,6.97,1,48.3,No,409,85,88.58,249.98,Win
PL_000120,26,Fighting,4.87,6.49,3,66.9,Yes,285,101,77.15,287.63,Loss
PL_000121,26,MOBA,4.52,4.92,1,70.7,No,243,77,91.79,264.68,Loss
PL_000122,19,FPS,1.62,4.96,0,46.6,No,194,75,100.0,266.24,Win
PL_000123,28,MOBA,0.5,6.7,3,,No,282,104,100.0,259.09,Win
PL_000124,17,FPS,4.01,6.86,2,65.1,Yes,136,94,82.23,244.14,Win
PL_000125,25,Fighting,0.67,5.0,1,36.4,Yes,193,69,88.32,263.52,Win
PL_000126,31,MOBA,1.0,7.22,0,93.5,No,234,89,87.66,275.29,Loss
PL_000127,19,MOBA,0.57,7.86,2,58.5,No,317,97,100.0,257.81,Loss
PL_000128,20,MOBA,1.16,4.46,1,,No,257,85,100.0,261.24,Loss
PL_000129,23,Fighting,1.52,8.0,0,30.0,Yes,340,90,87.01,280.87,Loss
PL_000130,20,MOBA,1.73,8.59,1,74.9,Yes,197,88,100.0,245.37,Win
PL_000131,16,FPS,1.28,7.64,0,38.5,No,136,70,100.0,215.71,Loss
PL_000132,23,FPS,0.89,5.66,1,38.6,No,189,109,77.74,243.96,Win
PL_000133,18,Battle Royale,2.49,4.63,0,36.2,Yes,98,78,100.0,239.18,Win
PL_000134,24,MOBA,2.44,8.21,1,52.0,No,182,76,86.01,241.07,Win
PL_000135,19,FPS,4.37,6.05,0,94.7,Yes,116,85,68.56,272.44,Win
PL_000136,29,Battle Royale,0.78,5.82,1,87.8,No,112,72,81.86,265.38,Win
PL_000137,19,Fighting,5.75,8.47,0,32.6,No,284,83,85.5,231.89,Win
PL_000138,21,MOBA,0.5,7.34,2,51.9,No,277,98,100.0,220.85,Win
PL_000139,26,MOBA,0.69,7.23,2,48.9,Yes,376,98,100.0,225.83,Loss
PL_000140,18,MOBA,0.88,6.16,1,58.1,No,306,81,93.83,275.32,Loss
PL_000141,23,FPS,12.0,6.23,2,88.8,No,178,84,72.81,320.1,Loss
PL_000142,28,MOBA,2.67,6.36,2,37.0,No,280,98,100.0,251.97,Loss
PL_000143,16,MOBA,2.64,7.46,1,34.0,No,303,72,77.33,242.27,Win
PL_000144,23,MOBA,1.65,7.78,0,23.5,Yes,290,79,100.0,230.9,Loss
PL_000145,24,Battle Royale,1.46,7.39,0,33.5,No,129,83,84.41,262.05,Loss
PL_000146,26,MOBA,0.68,9.29,3,77.8,No,364,80,100.0,227.73,Loss
PL_000147,18,FPS,1.14,7.42,3,50.4,No,181,87,72.01,235.07,Loss
PL_000148,17,MOBA,0.87,7.34,4,,No,341,96,100.0,249.73,Loss
PL_000149,25,FPS,1.18,6.75,1,30.8,No,164,63,99.49,253.18,Win
PL_000150,24,FPS,1.86,7.86,0,48.1,No,163,75,89.9,252.41,Win
PL_000151,24,FPS,1.61,7.07,2,61.3,Yes,161,79,100.0,265.22,Loss
PL_000152,24,Battle Royale,1.04,7.21,0,45.2,No,128,66,100.0,242.93,Win
PL_000153,20,Battle Royale,2.98,7.8,2,89.2,No,129,80,73.31,267.22,Win
PL_000154,23,Fighting,3.76,4.36,4,90.9,Yes,337,117,67.1,294.77,Win
PL_000155,24,FPS,3.52,5.3,3,61.2,Yes,166,78,88.63,261.41,Loss
PL_000156,20,Fighting,0.5,6.98,2,73.1,No,372,109,96.89,238.35,Loss
PL_000157,30,FPS,0.5,6.77,1,69.1,No,128,87,84.51,261.28,Win
PL_000158,24,MOBA,5.05,6.42,1,89.5,Yes,345,90,68.47,288.07,Win
PL_000159,18,FPS,1.12,8.61,0,80.3,Yes,138,71,92.19,226.0,Win
PL_000160,25,MOBA,1.67,6.28,0,,No,264,84,89.39,233.81,Loss
PL_000161,19,Fighting,2.29,7.19,0,25.1,Yes,291,90,89.48,257.37,Loss
PL_000162,26,FPS,0.8,7.47,1,52.9,No,177,72,94.91,252.04,Loss
PL_000163,27,MOBA,0.5,7.29,2,48.5,No,285,96,100.0,283.62,Win
PL_000164,19,FPS,2.63,7.49,0,67.6,Yes,220,83,92.61,251.22,Loss
PL_000165,26,Battle Royale,0.5,5.09,0,14.0,No,169,77,61.69,279.04,Win
PL_000166,24,Battle Royale,3.63,7.26,0,21.4,Yes,157,95,89.01,266.0,Loss
PL_000167,26,MOBA,1.09,6.45,2,99.1,No,323,89,82.89,277.9,Win
PL_000168,30,FPS,0.91,6.02,2,53.8,No,172,105,99.93,279.97,Loss
PL_000169,22,MOBA,0.53,5.14,1,98.5,No,187,74,100.0,252.31,Win
PL_000170,19,Battle Royale,4.6,3.82,1,66.1,No,76,93,64.47,293.5,Win
PL_000171,19,Fighting,4.27,5.02,2,67.6,No,337,89,91.09,288.95,Win
PL_000172,19,Fighting,0.99,3.65,0,53.4,Yes,303,84,82.93,276.18,Loss
PL_000173,22,Battle Royale,1.54,6.53,0,69.0,No,101,75,76.94,263.83,Win
PL_000174,24,FPS,2.43,5.23,3,28.0,Yes,158,82,82.95,263.71,Loss
PL_000175,24,FPS,1.48,4.91,0,13.3,Yes,206,86,81.05,272.64,Loss
PL_000176,26,MOBA,6.15,8.6,1,32.8,No,225,92,84.05,271.9,Loss
PL_000177,23,FPS,1.33,6.32,1,65.5,No,152,80,89.2,265.37,Loss
PL_000178,28,FPS,3.11,6.97,2,85.7,Yes,125,90,100.0,267.51,Loss
PL_000179,21,MOBA,0.68,5.04,3,31.4,Yes,277,101,74.8,238.53,Win
PL_000180,33,Battle Royale,2.9,5.63,0,57.9,Yes,131,60,100.0,285.02,Loss
PL_000181,25,FPS,1.65,5.19,4,50.2,Yes,167,90,80.44,289.37,Loss
PL_000182,19,FPS,3.77,6.39,0,81.5,No,158,73,92.69,261.53,Loss
PL_000183,18,MOBA,1.22,8.98,0,44.1,Yes,270,93,81.28,261.3,Loss
PL_000184,24,MOBA,3.42,6.42,0,44.0,Yes,296,105,93.11,281.09,Loss
PL_000185,22,FPS,0.5,7.21,0,72.8,No,126,78,100.0,244.78,Loss
PL_000186,25,FPS,0.5,6.1,0,44.2,No,127,65,96.69,267.06,Loss
PL_000187,24,FPS,2.76,5.99,1,78.9,No,212,82,86.22,270.62,Loss
PL_000188,22,FPS,1.17,6.9,0,10.0,Yes,181,88,86.31,304.3,Loss
PL_000189,19,FPS,3.27,8.94,4,78.9,No,141,86,100.0,265.32,Win
PL_000190,16,FPS,2.45,5.72,0,78.8,Yes,137,97,100.0,258.45,Win
PL_000191,21,FPS,3.09,7.1,1,87.9,No,98,66,100.0,264.92,Loss
PL_000192,26,FPS,2.05,4.49,1,,No,211,84,73.65,272.18,Loss
PL_000193,23,FPS,4.04,6.11,1,46.7,No,152,81,87.05,271.34,Win
PL_000194,18,MOBA,0.5,8.66,0,27.4,Yes,273,77,100.0,242.69,Loss
PL_000195,23,MOBA,2.14,7.09,0,50.7,Yes,197,70,94.84,268.86,Win
PL_000196,24,MOBA,0.5,7.09,0,28.0,No,273,78,95.99,245.55,Loss
PL_000197,19,MOBA,0.5,7.61,2,45.5,Yes,367,96,95.7,259.27,Loss
PL_000198,23,FPS,6.1,6.03,0,50.2,No,124,81,89.67,272.05,Win
PL_000199,23,FPS,2.29,5.91,0,28.4,Yes,132,76,89.25,272.45,Loss
PL_000200,18,MOBA,0.85,6.01,0,91.1,Yes,271,87,95.02,253.42,Win
PL_000201,24,MOBA,1.1,8.47,4,86.5,No,272,101,85.9,259.17,Loss
PL_000202,25,FPS,2.9,7.21,2,47.8,No,141,81,86.34,261.61,Loss
PL_000203,27,MOBA,0.73,7.61,1,22.9,No,282,87,84.56,269.67,Win
PL_000204,27,MOBA,0.5,7.02,2,19.0,No,356,89,100.0,255.03,Loss
PL_000205,17,FPS,0.5,6.48,0,93.4,No,155,85,100.0,235.68,Win
PL_000206,19,Battle Royale,7.34,9.83,1,36.0,No,68,82,84.43,266.94,Loss
PL_000207,25,MOBA,3.02,8.51,0,17.4,No,214,82,100.0,254.14,Loss
PL_000208,25,MOBA,4.78,7.36,0,,No,278,80,85.89,274.67,Loss
PL_000209,25,Battle Royale,1.16,5.95,1,94.6,No,140,71,99.64,256.55,Loss
PL_000210,38,FPS,4.5,9.5,0,26.8,Yes,149,78,100.0,268.2,Win
PL_000211,25,Fighting,6.58,7.01,0,69.4,No,400,88,74.97,302.37,Win
PL_000212,27,FPS,0.67,6.93,0,47.2,No,200,82,100.0,247.32,Loss
PL_000213,26,MOBA,6.48,9.5,0,30.5,No,273,88,71.28,273.06,Loss
PL_000214,25,Fighting,3.83,4.39,0,26.8,No,244,75,66.11,270.73,Loss
PL_000215,21,MOBA,2.46,5.56,2,37.9,No,246,92,91.8,251.27,Win
PL_000216,26,FPS,9.93,5.27,4,71.0,No,103,98,57.92,283.67,Loss
PL_000217,19,MOBA,0.5,5.57,1,25.5,No,317,96,89.95,249.32,Loss
PL_000218,22,MOBA,2.55,6.41,1,78.7,No,179,75,85.99,264.41,Loss
PL_000219,21,Battle Royale,6.28,6.03,0,16.9,No,94,77,72.05,285.45,Win
PL_000220,23,FPS,0.5,6.03,0,36.5,No,210,84,83.81,250.78,Loss
PL_000221,32,MOBA,0.68,6.51,0,35.3,No,211,82,87.27,305.32,Win
PL_000222,16,FPS,1.76,4.45,0,36.4,No,206,76,100.0,251.71,Loss
PL_000223,25,FPS,1.02,4.11,2,37.9,Yes,150,82,92.92,302.71,Loss
PL_000224,16,Battle Royale,0.5,6.41,0,33.3,No,115,91,84.2,273.64,Loss
PL_000225,21,MOBA,1.81,9.49,0,97.2,No,127,72,100.0,266.58,Loss
PL_000226,27,MOBA,0.61,6.22,0,43.5,No,281,86,96.97,259.41,Win
PL_000227,23,Battle Royale,0.95,4.71,0,84.3,Yes,110,81,89.86,247.38,Loss
PL_000228,18,MOBA,2.16,6.8,2,,No,371,94,100.0,261.35,Win
PL_000229,20,MOBA,0.59,8.16,1,34.8,No,186,91,81.4,262.55,Loss
PL_000230,25,FPS,0.84,4.71,0,13.2,No,177,64,86.68,255.53,Loss
PL_000231,20,FPS,0.5,8.54,3,48.0,No,193,87,93.46,254.37,Win
PL_000232,23,FPS,2.41,5.49,0,,Yes,153,78,85.19,285.64,Loss
PL_000233,23,FPS,2.49,5.6,0,58.3,No,108,65,99.81,269.13,Loss
PL_000234,20,MOBA,1.49,5.56,0,15.4,No,377,106,88.16,238.99,Loss
PL_000235,31,FPS,0.95,11.0,0,98.3,No,136,76,100.0,255.43,Win
PL_000236,25,MOBA,0.5,6.97,1,72.1,Yes,291,82,81.47,257.25,Loss
PL_000237,16,FPS,0.6,5.8,1,45.7,No,158,84,86.96,254.28,Loss
PL_000238,23,Fighting,0.5,6.37,0,43.8,Yes,353,83,84.05,229.58,Win
PL_000239,20,MOBA,1.37,5.91,1,20.5,Yes,277,85,83.91,255.67,Win
PL_000240,26,FPS,1.16,6.1,0,,No,166,80,81.18,283.57,Loss
PL_000241,19,Battle Royale,1.91,6.78,2,91.8,Yes,122,91,100.0,240.47,Loss
PL_000242,22,FPS,0.5,5.96,2,83.0,No,176,76,88.06,245.42,Loss
PL_000243,25,FPS,2.04,6.42,2,81.7,Yes,142,81,79.38,255.98,Loss
PL_000244,26,FPS,3.05,5.44,1,98.8,No,179,75,98.48,254.2,Loss
PL_000245,18,Battle Royale,1.69,8.27,2,49.6,No,127,71,97.77,204.89,Loss
PL_000246,21,Battle Royale,0.5,5.77,2,14.6,Yes,170,78,81.36,279.11,Loss
PL_000247,21,MOBA,0.5,7.21,0,28.5,Yes,234,84,87.29,228.29,Win
PL_000248,20,MOBA,6.64,6.55,4,97.7,Yes,255,103,48.93,289.24,Loss
PL_000249,30,Battle Royale,1.33,7.24,1,40.1,No,113,77,97.39,271.14,Win
PL_000250,24,Fighting,0.61,7.12,2,91.9,Yes,264,90,84.34,262.13,Loss
PL_000251,17,MOBA,2.29,5.76,0,12.1,Yes,239,86,92.18,286.52,Win
PL_000252,26,Battle Royale,1.35,6.87,1,97.8,Yes,139,66,96.12,271.51,Win
PL_000253,31,MOBA,2.38,8.8,0,97.5,Yes,229,89,89.2,252.24,Loss
PL_000254,27,MOBA,0.79,4.96,3,30.9,No,304,85,100.0,274.79,Loss
PL_000255,16,MOBA,1.49,5.11,0,69.9,No,255,95,72.64,250.98,Loss
PL_000256,21,MOBA,0.79,4.73,0,22.7,Yes,277,82,91.55,267.36,Win
PL_000257,28,MOBA,2.92,9.06,2,19.4,No,261,94,84.18,256.08,Win
PL_000258,20,FPS,0.79,6.93,0,20.5,No,151,72,100.0,231.83,Loss
PL_000259,24,FPS,1.58,8.11,0,85.9,No,141,87,94.16,243.03,Loss
PL_000260,26,FPS,0.5,5.66,3,26.7,No,190,85,92.6,241.38,Loss
PL_000261,19,MOBA,0.5,5.97,2,37.3,No,264,93,100.0,253.02,Win
PL_000262,22,FPS,0.51,5.68,1,19.6,No,197,92,85.62,263.56,Loss
PL_000263,16,MOBA,2.66,7.29,1,39.4,No,257,89,90.24,248.54,Win
PL_000264,18,FPS,4.2,5.31,0,98.2,No,158,74,74.44,267.14,Loss
PL_000265,21,MOBA,0.5,6.37,1,41.4,No,227,66,94.16,276.68,Win
PL_000266,18,MOBA,2.52,4.72,0,97.1,Yes,307,92,87.56,269.27,Win
PL_000267,29,MOBA,5.82,6.49,1,68.1,No,263,79,86.88,294.59,Loss
PL_000268,17,MOBA,1.16,7.75,0,39.1,Yes,233,76,80.68,222.28,Win
PL_000269,21,Battle Royale,0.62,6.79,2,19.3,No,118,91,100.0,262.9,Loss
PL_000270,23,FPS,0.56,5.87,0,57.0,No,121,76,98.0,250.6,Loss
PL_000271,28,MOBA,2.91,6.86,0,70.1,No,246,80,89.45,277.58,Loss
PL_000272,17,Battle Royale,4.48,7.04,0,25.1,Yes,155,78,91.04,273.19,Loss
PL_000273,27,FPS,0.79,6.09,4,31.8,No,241,104,78.62,261.04,Win
PL_000274,23,MOBA,3.13,4.61,0,45.1,No,312,76,62.7,270.65,Win
PL_000275,19,MOBA,3.36,5.43,0,77.2,Yes,170,78,84.61,278.83,Win
PL_000276,24,FPS,3.73,3.1,1,30.5,No,143,96,88.81,295.81,Win
PL_000277,23,MOBA,3.85,3.97,3,88.7,No,238,91,73.94,291.88,Loss
PL_000278,20,Battle Royale,2.77,8.52,0,60.4,No,90,66,89.04,232.78,Loss
PL_000279,23,Fighting,0.5,5.71,0,,No,315,92,92.47,269.17,Loss
PL_000280,21,MOBA,3.59,8.6,1,69.8,No,241,84,91.51,271.7,Loss
PL_000281,23,MOBA,0.62,5.94,0,31.7,Yes,224,96,99.51,239.03,Loss
PL_000282,25,Fighting,0.5,5.1,0,33.9,No,479,86,89.29,253.33,Loss
PL_000283,29,MOBA,1.6,10.43,1,80.2,No,239,69,98.61,276.81,Loss
PL_000284,18,MOBA,4.64,7.22,0,85.2,No,291,73,80.98,259.31,Win
PL_000285,31,Battle Royale,0.5,5.9,0,,Yes,105,88,86.94,282.68,Loss
PL_000286,16,FPS,8.49,6.24,1,52.9,No,102,89,67.28,284.47,Loss
PL_000287,22,FPS,0.5,5.66,1,28.8,No,166,82,76.43,258.37,Win
PL_000288,25,Battle Royale,1.2,7.34,1,19.6,No,116,81,100.0,234.35,Loss
PL_000289,24,MOBA,1.77,8.07,0,39.9,Yes,245,82,90.65,246.35,Win
PL_000290,20,FPS,3.04,4.9,0,53.9,No,159,77,92.78,257.12,Win
PL_000291,22,FPS,0.5,7.31,0,94.4,No,119,80,100.0,273.85,Win
PL_000292,21,Fighting,1.66,7.07,0,99.7,No,209,79,92.14,275.21,Win
PL_000293,20,MOBA,1.05,5.95,0,40.8,No,210,80,100.0,281.14,Win
PL_000294,26,MOBA,12.0,8.02,1,78.2,No,220,73,60.68,281.59,Win
PL_000295,24,FPS,1.05,8.82,1,40.8,No,189,103,100.0,238.81,Win
PL_000296,20,FPS,5.16,6.66,2,40.1,Yes,127,94,88.55,251.74,Win
PL_000297,26,Battle Royale,4.46,5.52,1,69.8,No,111,87,76.39,278.89,Win
PL_000298,24,Fighting,3.57,6.31,1,40.7,No,194,84,75.33,248.04,Win
PL_000299,26,MOBA,2.01,3.96,1,94.1,No,289,91,70.58,269.87,Loss
PL_000300,25,FPS,4.44,9.2,1,56.9,No,106,82,78.06,258.09,Win
PL_000301,19,MOBA,4.3,7.13,2,77.3,No,183,95,81.25,273.25,Loss
PL_000302,20,MOBA,6.07,4.16,1,16.3,No,275,80,79.5,293.58,Win
PL_000303,25,MOBA,3.07,7.29,0,88.1,Yes,174,87,100.0,267.1,Win
PL_000304,25,MOBA,2.0,6.07,0,23.9,No,282,83,91.73,277.9,Win
PL_000305,22,MOBA,1.36,8.85,0,99.9,No,230,101,100.0,285.79,Loss
PL_000306,23,MOBA,2.58,7.18,0,12.3,No,308,75,,256.89,Loss
