Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1004,19,5,3,18,Male,Team Sport,Strength,36,7.2,6.5,141,Medium,70,73,4.2,7.6,1,26.8
1004,20,6,3,18,Male,Team Sport,Rest,39,1.7,8.7,205,High,61,86,4.6,1.5,2.6,71.9
1004,21,7,3,18,Male,Team Sport,Rest,10,1.7,7.1,172,Medium,64,90,5.7,1.4,3.5,48.2
1004,22,1,4,18,Male,Team Sport,Strength,55,5.5,7.5,236,Medium,64,90,6.2,3.3,3.7,63.4
1004,23,2,4,18,Male,Team Sport,Strength,50,6.2,7.9,224,Medium,62,96,4.1,6.3,5.5,93.1
1004,24,3,4,18,Male,Team Sport,Cardio,86,5.7,8.2,0,Medium,62,93,6,6.3,2.5,85.5
1004,25,4,4,18,Male,Team Sport,HIIT,40,8,7.7,246,Medium,62,81,3.4,6.9,1.1,62.9
1004,26,5,4,18,Male,Team Sport,Cardio,64,6.2,7.3,275,Medium,64,85,5.4,6.4,1.2,50.8
1004,27,6,4,18,Male,Team Sport,Rest,13,1,8.1,95,Low,57,106,8.2,1,5,100
1004,28,7,4,18,Male,Team Sport,Rest,22,1,7.6,152,Low,62,106,7,1,7.6,100
1005,1,1,1,19,Female,Team Sport,HIIT,20,7.9,6.9,0,Medium,57,98,4.8,3.7,5.5,80.3
1005,2,2,1,19,Female,Team Sport,HIIT,40,8.3,7.3,0,Medium,57,85,4.5,4,5.6,71.6
1005,3,3,1,19,Female,Team Sport,HIIT,28,8,8.7,0,Medium,59,100,6.9,5.1,4.2,100
1005,4,4,1,19,Female,Team Sport,HIIT,41,7.7,6.4,301,High,62,74,4.3,5.9,2.2,18.1
1005,5,5,1,19,Female,Team Sport,HIIT,41,7.9,6.8,176,Medium,56,98,5.9,6.4,2.5,66.4
1005,6,6,1,19,Female,Team Sport,Cardio,63,6.2,7.9,210,Low,59,96,6.6,5.9,2.3,88.2
1005,7,7,1,19,Female,Team Sport,Rest,10,1,8.6,167,Low,56,106,6,1,7,100
1005,8,1,2,19,Female,Team Sport,Strength,62,9.7,6.4,341,High,63,83,1.6,4.9,2,26.7
1005,9,2,2,19,Female,Team Sport,HIIT,18,8.9,6.9,0,Medium,59,88,4.3,8,1,64.4
1005,10,3,2,19,Female,Team Sport,HIIT,36,9.8,7.9,0,Medium,59,85,5.5,7.6,1.7,81.1
1005,11,4,2,19,Female,Team Sport,Cardio,67,5.7,7.8,142,Medium,57,93,7.1,5.6,3.8,81.9
1005,12,5,2,19,Female,Team Sport,Strength,58,8.1,8.5,224,Medium,61,94,6.6,5.6,2.8,76.8
1005,13,6,2,19,Female,Team Sport,Yoga,39,3.5,8.4,205,Medium,58,97,7.3,3.3,2.7,84.1
1005,14,7,2,19,Female,Team Sport,Rest,34,2.4,6.6,196,Medium,59,82,4.8,4.6,3.8,44.7
1005,15,1,3,19,Female,Team Sport,Strength,60,7.9,6.6,316,Medium,65,83,5.6,6.1,3.2,49.6
1005,16,2,3,19,Female,Team Sport,HIIT,63,10,5.5,328,Medium,61,82,2.9,8.1,1,21.3
1005,17,3,3,19,Female,Team Sport,Cardio,70,5.3,7.5,0,High,60,82,3.1,6.3,1.8,28.1
1005,18,4,3,19,Female,Team Sport,Cardio,74,7.5,6.9,248,Medium,61,73,5.8,8,1.1,35.3
1005,19,5,3,19,Female,Team Sport,HIIT,35,9.5,8.6,0,High,59,84,5.1,6.9,2.6,67.3
1005,20,6,3,19,Female,Team Sport,Cardio,74,5.8,,0,High,65,77,3.4,6.7,1.3,23.8
1005,21,7,3,19,Female,Team Sport,Yoga,68,5.4,7.4,168,Medium,61,94,3.9,4.4,1,68.4
1005,22,1,4,19,Female,Team Sport,HIIT,48,8.6,7.3,261,Low,59,87,6.7,9.2,2.8,70.5
1005,23,2,4,19,Female,Team Sport,Strength,44,4.1,7.7,240,Medium,60,87,5.7,4.4,5.4,58.6
1005,24,3,4,19,Female,Team Sport,HIIT,45,7.1,8.5,263,Medium,59,89,4.6,5.7,2.1,86.7
1005,25,4,4,19,Female,Team Sport,HIIT,41,7.6,5.8,370,Medium,59,86,4.7,6.3,1,43.5
1005,26,5,4,19,Female,Team Sport,HIIT,35,7.4,8.2,254,Medium,60,90,5.2,6.4,2.7,74.6
1005,27,6,4,19,Female,Team Sport,Cardio,91,6.3,,199,Medium,58,90,4.8,6.4,3.1,62.2
1005,28,7,4,19,Female,Team Sport,Rest,41,2.5,7.7,165,Low,55,100,7,2.9,4.2,84
1006,1,1,1,27,Male,Team Sport,HIIT,46,8.4,7.2,157,Low,56,74,5.6,6.5,6,64.8
1006,2,2,1,27,Male,Team Sport,HIIT,28,10,6.8,229,Medium,60,69,3.9,7.6,4,45
1006,3,3,1,27,Male,Team Sport,HIIT,21,9,,250,Medium,61,70,4.7,6.1,4.6,44.1
1006,4,4,1,27,Male,Team Sport,HIIT,44,7.9,7.9,0,Medium,57,68,6.4,6.2,2.7,35.1
1006,5,5,1,27,Male,Team Sport,Cardio,86,5.3,7.4,171,Medium,60,68,4.6,4.6,3.5,46.9
1006,6,6,1,27,Male,Team Sport,Yoga,31,4.3,8.2,0,Low,55,77,6.8,3.5,5.2,80.1
1006,7,7,1,27,Male,Team Sport,Rest,33,1,8.3,0,Low,59,74,7.6,1,5.2,67.6
1006,8,1,2,27,Male,Team Sport,HIIT,32,8.5,,0,Medium,60,67,5.2,6.3,3.4,42
1006,9,2,2,27,Male,Team Sport,HIIT,13,8.6,7.8,269,Medium,61,61,4.8,7.4,2.5,28.9
1006,10,3,2,27,Male,Team Sport,HIIT,41,9.2,7.1,341,Medium,62,56,5,9.6,1,8.9
1006,11,4,2,27,Male,Team Sport,HIIT,46,8.7,7.1,0,Medium,64,60,4.5,6.5,1.4,12.7
1006,12,5,2,27,Male,Team Sport,Strength,61,6.4,8.1,260,Medium,59,68,5.6,3.8,1.2,44.9
1006,13,6,2,27,Male,Team Sport,Cardio,57,7.3,8.2,316,Medium,61,61,4.7,5.7,2.3,36.4
1006,14,7,2,27,Male,Team Sport,Rest,41,1.3,8.4,201,Medium,59,77,6,1,4.7,69.7
1006,15,1,3,27,Male,Team Sport,HIIT,27,10,6.2,0,High,68,52,4.1,7.3,1.9,0
1006,16,2,3,27,Male,Team Sport,HIIT,49,9.7,,400,High,61,61,3.4,5.5,1,15
1006,17,3,3,27,Male,Team Sport,Strength,47,9.2,8.5,0,Medium,65,58,5.8,9.7,3.4,43.1
1006,18,4,3,27,Male,Team Sport,HIIT,40,10,6.2,327,High,66,46,4.4,7.6,1,0
1006,19,5,3,27,Male,Team Sport,Cardio,75,7.9,,300,High,64,48,3.8,9.6,1.9,3.4
1006,20,6,3,27,Male,Team Sport,Cardio,80,7.2,7.1,144,Medium,65,60,5.1,5.1,1,32.8
1006,21,7,3,27,Male,Team Sport,Rest,38,1.9,7.6,0,Medium,64,67,3.9,4,1.8,16.8
1006,22,1,4,27,Male,Team Sport,HIIT,25,8,8.8,380,High,62,63,4.9,5.6,1.8,35.9
1006,23,2,4,27,Male,Team Sport,Strength,71,8.2,7.6,151,Medium,64,64,5.5,8.2,3,43.3
1006,24,3,4,27,Male,Team Sport,HIIT,19,6.7,7.5,222,Medium,59,65,5.3,7.5,2.8,27.3
1006,25,4,4,27,Male,Team Sport,HIIT,18,7.7,8.9,262,Medium,59,63,6.1,5.7,1,41.7
1006,26,5,4,27,Male,Team Sport,Cardio,63,4.9,7.7,215,Medium,63,61,4.7,6.4,2.9,36.7
1006,27,6,4,27,Male,Team Sport,Yoga,60,3.2,7,316,Medium,60,66,3.9,2.2,4.1,24.6
1006,28,7,4,27,Male,Team Sport,Yoga,75,2.8,6.8,93,Low,60,73,4.1,2.1,3.5,51.7
1007,1,1,1,24,Female,Team Sport,HIIT,57,6.3,,0,Low,58,85,6.5,4.6,5.7,94.3
1007,2,2,1,24,Female,Team Sport,Cardio,66,5.6,6.9,231,Medium,58,77,6.9,3.2,6.2,50.1
1007,3,3,1,24,Female,Team Sport,Strength,69,7.9,7.7,221,Low,61,77,7.8,4.4,5.6,81.1
1007,4,4,1,24,Female,Team Sport,Strength,76,6.3,8,0,Medium,62,61,5.3,4.4,5.9,41.4
1007,5,5,1,24,Female,Team Sport,Strength,74,7.8,8,0,Medium,61,72,6.2,5.3,3.7,71.5
1007,6,6,1,24,Female,Team Sport,Rest,18,1.7,6.5,168,Medium,65,67,4.2,2.6,4.7,35.2
1007,7,7,1,24,Female,Team Sport,Yoga,56,3,6.9,0,Medium,59,76,4.4,2.5,4.7,58.9
1007,8,1,2,24,Female,Team Sport,Cardio,69,7.1,7.7,190,Medium,60,59,6.2,4.5,4,37.3
1007,9,2,2,24,Female,Team Sport,Cardio,67,6.9,6.6,237,Low,62,58,4.9,6.6,3.5,31.6
1007,10,3,2,24,Female,Team Sport,Cardio,66,6.6,8.1,134,Medium,62,67,5.6,3.3,2.9,41.6
1007,11,4,2,24,Female,Team Sport,Strength,64,8.5,,218,High,65,46,3.7,7.6,1,4.6
1007,12,5,2,24,Female,Team Sport,Cardio,65,6.4,,0,Low,65,65,5.2,5.3,2,46.5
1007,13,6,2,24,Female,Team Sport,Yoga,41,2,7.2,177,Medium,67,62,6.1,2.1,2.7,42.1
1007,14,7,2,24,Female,Team Sport,Yoga,65,3.1,7.8,340,Medium,64,65,6.5,3.5,4.2,56.7
1007,15,1,3,24,Female,Team Sport,Cardio,76,5,7.4,0,Low,61,65,4.6,4.1,4.2,48
1007,16,2,3,24,Female,Team Sport,Cardio,93,7.3,8.1,0,Medium,64,61,6.5,4.5,4.6,52.3
1007,17,3,3,24,Female,Team Sport,Cardio,74,7.5,,361,High,65,49,3.7,6.1,3,20.6
1007,18,4,3,24,Female,Team Sport,Strength,60,8.9,7.5,0,Medium,64,56,4.6,6.1,2.3,33.2
1007,19,5,3,24,Female,Team Sport,HIIT,27,9.9,7.8,0,Medium,65,60,5.3,8.9,3,37.4
1007,20,6,3,24,Female,Team Sport,Cardio,71,7.5,7.2,0,Medium,66,52,5.5,5.9,1.6,13.4
1007,21,7,3,24,Female,Team Sport,Yoga,62,2.3,6.5,275,Medium,67,57,4.4,2.8,2.1,0
1007,22,1,4,24,Female,Team Sport,HIIT,32,6.9,6.7,245,Medium,60,57,5.5,6.6,1.9,2.8
1007,23,2,4,24,Female,Team Sport,HIIT,17,5.7,,204,Medium,65,49,5.8,5.4,3.1,17.7
1007,24,3,4,24,Female,Team Sport,HIIT,26,6.6,7.2,224,Medium,64,63,4.1,5.9,3.1,27.7
1007,25,4,4,24,Female,Team Sport,HIIT,35,8.4,7.2,399,High,65,50,4,6.3,2.5,11.6
1007,26,5,4,24,Female,Team Sport,Strength,74,6.9,7.5,212,Medium,66,54,5.4,7.6,2.2,16.1
1007,27,6,4,24,Female,Team Sport,Cardio,52,5.5,7.4,200,Medium,65,54,6.2,4.1,2.5,19.6
1007,28,7,4,24,Female,Team Sport,Rest,23,1.1,7.4,203,Medium,62,68,3.1,1.3,2.4,35.2
1008,1,1,1,26,Female,Combat,HIIT,38,7.3,6.1,246,Medium,58,77,6,3.7,5.4,37.2
1008,2,2,1,26,Female,Combat,HIIT,30,8.4,8.3,0,Medium,57,74,6.1,5,6.1,98
1008,3,3,1,26,Female,Combat,HIIT,28,9.2,7.1,332,Medium,58,64,5.7,6.3,3.1,39.1
1008,4,4,1,26,Female,Combat,HIIT,26,8.6,7.1,252,Medium,59,60,3.1,6.5,2,26.1
1008,5,5,1,26,Female,Combat,Strength,67,5.6,,283,High,62,60,4.1,3.9,1.4,31.2
1008,6,6,1,26,Female,Combat,Cardio,84,5.9,6.7,362,High,64,52,2.9,3.3,2.5,16
1008,7,7,1,26,Female,Combat,Yoga,69,1.5,8.3,136,Low,56,77,7.6,1.4,4.7,76
1008,8,1,2,26,Female,Combat,Strength,52,8.3,6.4,0,Medium,61,55,4.9,6.8,2.6,12
1008,9,2,2,26,Female,Combat,Cardio,68,5.6,7.1,174,Medium,65,60,4.6,3.9,3.4,21.7
1008,10,3,2,26,Female,Combat,Strength,39,6.5,8,228,High,57,68,4.1,3.7,2,37.1
1008,11,4,2,26,Female,Combat,Cardio,71,7,7.5,306,High,64,52,2.9,7.4,1.9,12
1008,12,5,2,26,Female,Combat,Strength,72,8.1,7.4,285,High,62,53,4.3,7.6,1.6,6.5
1008,13,6,2,26,Female,Combat,Cardio,89,6.5,6.7,292,Medium,61,60,3.8,7.1,1.9,19.9
